"","Arr","Dep","Airline","Curr_Time","FlightNo","FareVar","FareSD","FareMean","CorFareDifnDays","covFareDifnDays"
"542","BOM","HYD","AI","E",618,9464536.28673051,3076.44864847936,6357.74418604651,-0.613904114905508,-4247.27496580027
"543","BOM","HYD","AI","E",51,2461031.08857831,1568.76737873348,4881.424,-0.466080893283383,-1512.69265863454
"544","CCU","HYD","AI","M",525,18641386.6166311,4317.56721043589,11113.2142857143,-0.132790734906516,-1216.80852878465
"545","DEL","HYD","9W","M",644,9294076.2119403,3048.61873836994,6151.75,-0.314536765452658,-2035.11940298507
"546","DEL","HYD","9W","E",650,727035.140242038,852.663556299927,5123.02994011976,-0.0112614296579871,-20.429123734513
"547","DEL","HYD","AI","M",543,14742488.3506348,3839.5948159454,8165.63461538462,-0.410658470614619,-3692.55899925317
"548","DEL","HYD","AI","M",559,4633449.43006419,2152.5448729502,6437.72413793103,-0.183431467376935,-759.700701597253
"549","DEL","HYD","AI","E",127,1472758.11559252,1213.57245996789,4885.98461538462,-0.323252192854454,-793.953964953965
"550","DEL","HYD","AI","E",541,393198.978531073,627.055801768131,5898.26666666667,0.40289370015233,579.968361581921
"551","DEL","HYD","UK","M",830,1029619.84625436,1014.70185091699,6067.47916666667,-0.0371350135400444,-78.0030487804878
"552","DEL","HYD","UK","E",870,639734.55167022,799.834077587483,5531.27380952381,0.113639323852603,192.905188343994
"553","MAA","HYD","AI","M",988,564307.644529384,751.204129733978,2832.78260869565,-0.618384140794728,-1035.2967032967
"554","MAA","HYD","AI","E",546,2732397.94399431,1652.99665577227,3595.61904761905,-0.313057827542672,-1098.27704335466
"555","PNQ","HYD","9W","M",2822,412367.456438474,642.158435620427,4706.46107784431,-0.516949749059937,-702.666630702559
"556","PNQ","HYD","9W","E",2574,10351792.8679048,3217.42021935352,9949.0243902439,-0.155036660852102,-1047.16916536138
"557","BLR","MAA","9W","M",2301,213652.835713314,462.225957420518,2283.52325581395,-0.673688727876819,-673.143886848905
"558","BLR","MAA","9W","M",2753,169520.127725857,411.728220706156,2119.72222222222,-0.0853429034633079,-74.9522326064382
"559","BLR","MAA","9W","E",2305,48861.126984127,221.045531472878,1934.35714285714,0.284267621807481,22.3915343915344
"560","BLR","MAA","9W","E",2307,110771.842610063,332.824041514526,2107.8625,0.0757952294884254,48.2542452830189
"561","BLR","MAA","9W","E",2379,54839.1649717514,234.177635507218,1921.43333333333,-0.233365412531816,-121.853107344633
"562","BLR","MAA","9W","E",2309,81622.8392603129,285.697111046494,2436.15789473684,0.410187962790806,165.613086770982
"563","BOM","MAA","9W","M",7012,994230.450154162,997.111052067001,4379.71428571429,-0.318888092007692,-615.693730729702
"564","BOM","MAA","9W","M",466,1626202.02114165,1275.22626272425,4670.45454545455,-0.552463339392149,-1386.88794926004
"565","BOM","MAA","9W","M",489,760993.566716642,872.349452178794,4429.22413793103,-0.255759559191869,-441.194302848576
"566","BOM","MAA","9W","E",470,542794.680063459,736.746007836798,5065.51612903226,-0.460215918665623,-636.336858804865
"567","BOM","MAA","9W","E",468,2954777.99028472,1718.94676772863,6105.27731092437,-0.189900801109185,-698.515689820232
"568","BOM","MAA","AI","M",569,20211539.7282161,4495.72460546863,6927.59523809524,-0.38804518253239,-3702.51954513149
"569","BOM","MAA","AI","E",93,10743784.3023454,3277.7712400876,7362.32142857143,-0.39914196023162,-2776.65159914712
"570","CCU","MAA","9W","M",7152,2286731.65540156,1512.19431800333,5547.68452380952,-0.500223687798778,-1605.41464108031
"571","CCU","MAA","AI","E",766,907143.76119403,952.440948927559,5833.5,-0.29710967560496,-600.579104477612
"572","DEL","MAA","9W","M",822,2565833.14480948,1601.82182055604,6756.17964071856,-0.0978211167909307,-331.413892934851
"573","DEL","MAA","9W","E",830,2517087.0779755,1586.53303715224,6454.68867924528,-0.150542682465939,-503.65653223643
"574","DEL","MAA","9W","E",831,1193498.95436664,1092.47377742747,6421.14516129032,-0.179428287753277,-360.729871492263
"575","DEL","MAA","AI","M",440,4800774.62334729,2191.06700567264,7354.73563218391,-0.217616114961932,-973.035147166301
"576","DEL","MAA","AI","M",430,1035728.10683425,1017.70727954272,6353.65671641791,-0.077672806898892,-168.039501739423
"577","DEL","MAA","AI","M",143,281320.698412698,530.396736804346,5068.42857142857,0.095681382994524,104.719576719577
"578","DEL","MAA","AI","E",43,1107656.54901961,1052.45263504806,6307.375,-0.0354632917669398,-80.2117647058824
"579","DEL","MAA","AI","E",539,3254575.42025316,1804.04418467319,7688.35,-0.55435616811859,-2047.70632911392
"580","HYD","MAA","AI","E",987,497444.160397074,705.297214227502,2328.52272727273,-0.473525013174809,-684.966039707419
"581","PNQ","MAA","9W","M",2491,734347.87456446,856.940998298284,5072.33333333333,-0.224881077853359,-413.83275261324
"582","PNQ","MAA","9W","E",493,1851387.26865672,1360.65692540652,6158.25,-0.444876266627249,-1284.70447761194
"583","BLR","PNQ","9W","M",7052,4819605.03900308,2195.35988826504,4589.99401197605,-0.240777882824684,-1118.01132869396
"584","BOM","PNQ","9W","E",617,914188.056147832,956.131819441144,8053.22619047619,0.288093870303099,584.611229566453
"585","DEL","PNQ","9W","M",364,917252.196859903,957.732842111987,7342.375,-0.175916403276237,-332.471014492754
"586","DEL","PNQ","9W","M",374,552712.62992126,743.446453970466,7079.75,0.420846243287504,736.055118110236
"587","DEL","PNQ","9W","E",7071,418804.490750988,647.151057135031,6271.21739130435,0.0541941079392098,70.801581027668
"588","DEL","PNQ","AI","M",852,57628973.2499217,7591.37492486847,16584.3515151515,-0.142328702121225,-2304.68160633693
"589","DEL","PNQ","AI","E",854,2694038.29202428,1641.35258004619,6952.21167883212,-0.410813273825956,-1436.87920109088
"590","DEL","PNQ","AI","E",850,754567.678476996,868.658551144808,6246.83870967742,-0.200515900934393,-365.277102062401
"591","DEL","PNQ","UK","E",992,1454875.19115139,1206.18207213977,7116.05357142857,-0.44443098258953,-1137.71257995736
"592","HYD","PNQ","9W","M",2573,2170091.64677678,1473.12309288015,7033.22699386503,-0.346980473988148,-1066.29646059462
"593","HYD","PNQ","9W","E",2821,238406.223738451,488.268597944257,4438.7619047619,-0.441384840624903,-457.395167022033
"594","MAA","PNQ","9W","E",494,5855822.51169154,2419.88068129227,6565.70833333333,-0.36154749181458,-1856.8407960199
"595","AMD","BOM","9W","M",2001,687388.846324871,829.089166691298,2932.26016260163,-0.389886548447115,-658.532171893148
"596","AMD","BOM","9W","M",7207,807069.685534591,898.370572500341,3276.22222222222,-0.398584890422473,-515.689727463312
"597","AMD","BOM","9W","E",323,656545.343863319,810.274856985776,3207.39166666667,-0.187390911198434,-331.163354253835
"598","AMD","BOM","9W","E",385,328890.987719298,573.49018101385,2985.95833333333,-0.291039625013447,-325.246929824561
"599","BOM","AMD","9W","M",411,1285138.17528958,1133.6393497447,3572.9,-0.415967644978851,-962.376447876448
"600","BOM","AMD","9W","E",330,1938133.63797183,1392.16868157987,3750.86746987952,-0.471024114501302,-1388.14206675645
"601","BOM","GOI","9W","M",7144,1181975.84513783,1087.18712517111,3249.78832116788,-0.0327573090587594,-72.2853667014251
"602","BOM","GOI","9W","M",496,866188,930.692215504137,3776,-0.656863332868303,-1022.12
"603","BOM","GOI","9W","M",2374,155407.085714286,394.217054063223,2993.33333333333,-0.476690371769732,-520.971428571429
"604","BOM","GOI","9W","E",2385,734640.577673456,857.11176498369,4756.52482269504,-0.355307497729329,-596.785063476439
"605","BOM","GOI","9W","E",427,1911438.66666667,1382.54788946592,4108.11111111111,-0.295379547561113,-1106.83647798742
"606","BOM","IDR","9W","M",7178,56384289.4328358,7508.94729192021,8105,-0.493141684580727,-7858.97910447761
"607","BOM","IDR","9W","E",7045,21993316.1940404,4689.70320959018,6374.73780487805,-0.346436974233106,-3376.024315656
"608","BOM","IXC","9W","E",472,4942147.92776346,2223.09422377088,9878.51748251748,0.0283869877119795,130.111544595755
"609","BOM","JAI","9W","M",2383,1205148.48367488,1097.7925503823,4428.89156626506,-0.556060420983407,-1294.99686965384
"610","BOM","JAI","9W","E",2054,499384.137247159,706.671166276903,4130.77570093458,-0.339845765098821,-472.927471370278
"611","BOM","JAI","9W","E",454,5348231.42745098,2312.62435934827,6224.96666666667,-0.577679470241746,-3182.88179271709
"612","BOM","NAG","9W","E",7134,9564543.81494558,3092.65966684755,9242.74698795181,-0.590665542446425,-3895.07523750592
"613","BOM","VTZ","9W","E",980,333235.005880132,577.2651088366,5500.19760479042,-0.56983736362443,-699.849634065203
"614","DEL","LKO","9W","M",2466,2122623.42649146,1456.92258767975,4989.13253012048,0.0373384913510576,114.647035270993
"615","DEL","LKO","9W","E",2638,1719549.24022455,1311.31584304642,5647.51388888889,-0.0336786156813131,-91.6077235772358
"616","DEL","LKO","9W","E",7151,983554.808510638,991.7433178553,5630,-0.779562758621324,-1866.42553191489
"617","GOI","BOM","9W","M",7147,914158.105856977,956.116157094407,3182.34959349594,0.565288486478983,1095.80341795255
"618","GOI","BOM","9W","M",446,60080.8734299517,245.114000885204,2857.4347826087,-0.591214120815325,-357.530434782609
"619","GOI","BOM","9W","E",426,885470.667768301,940.994509956515,3351.22023809524,0.243170452024846,485.638663823738
"620","IDR","BOM","9W","M",7016,10871093.3949893,3297.13411844125,6256.91071428571,-0.0270910470351967,-189.573560767591
"621","IDR","BOM","9W","E",7103,12116444.1351533,3480.86830189728,5452.21951219512,-0.139305033303939,-1007.60513164765
"622","IXC","BOM","9W","M",489,136786561.08706,11695.5786982543,15557.5069444444,0.117482482820414,2844.3587398374
"623","JAI","BOM","9W","M",2055,565099.787739836,751.73119380523,4327.41916167665,-0.387868191631262,-618.853122583662
"624","JAI","BOM","9W","E",416,355313.922281563,596.082143904314,4231.10778443114,-0.446876322569341,-565.372012731294
"625","LKO","DEL","9W","M",2457,3947983.15126341,1986.95323328543,5843.62962962963,-0.214032333247905,-890.764624437522
"626","LKO","DEL","9W","M",644,2637900.67184481,1624.16152886491,4682.69298245614,-0.396520642789005,-1212.26883839555
"627","LKO","DEL","9W","E",2637,1029009.97135114,1014.40128713993,4170.27777777778,-0.423798605295523,-891.743321718931
"628","NAG","BOM","9W","M",7171,17218225.2585963,4149.48493895282,6488.96341463415,-0.394456175338793,-3458.04147087342
"629","VTZ","BOM","9W","M",979,554968.990499763,744.962408782996,5658.15662650602,-0.376949015379897,-599.077166672733
"630","AMD","BOM","AI","M",331,7134483.98988842,2671.0454863009,2680.95833333333,-0.304464434927619,-1641.70327754533
"631","AMD","BOM","AI","E",144,39508.6617981521,198.767859067184,3057.77976190476,-0.219648735175869,-92.6595593461265
"632","BOM","AMD","AI","M",131,64257.8135968379,253.491249546879,2787.89130434783,-0.24348859968283,-120.571936758893
"633","BOM","AMD","AI","M",614,7702981.05762712,2775.42448242194,4241.6,-0.96166912113425,-7071.72542372881
"634","BOM","AMD","AI","E",191,8846406.7938877,2974.29097330569,4184.84523809524,-0.447726985529225,-2826.25984363895
"635","BOM","GOI","AI","M",684,6260829.89836532,2502.16504219153,4483.84523809524,-0.272776195643973,-1448.56432125089
"636","BOM","GOI","AI","E",662,11907404.405311,3450.71071017421,5101.48148148148,-0.705935057561795,-6279.10971348707
"637","BOM","GOI","AI","E",84,920078.39246864,959.207168691227,3048.0780141844,0.237005218461375,461.157593195528
"638","BOM","IDR","AI","E",636,4656042.92316268,2157.78657961409,7663.95808383234,-0.309350609430585,-1415.21281760803
"639","BOM","NAG","AI","M",628,15841604.2856787,3980.15128929526,7993.52976190476,-0.616819506676993,-5210.4237384506
"640","BOM","NAG","AI","E",630,5077631.09921819,2253.35995775602,6109.70238095238,-0.48589317968022,-2323.73574982232
"641","DEL","LKO","AI","M",412,11249781.9095593,3354.06945508875,6937.47023809524,-0.572891708901115,-4078.11954513149
"642","DEL","LKO","AI","E",812,12987925.4196162,3603.87644344478,6399.53571428571,-0.449044573825115,-3434.58848614072
"643","GOI","BOM","AI","M",83,328688.282267235,573.313424112182,3327.89880952381,0.224483374056732,273.143994314144
"644","GOI","BOM","AI","E",661,776024.354046039,880.92244496666,3305.58219178082,-0.00858143560391731,-16.5435672927553
"645","GOI","BOM","AI","E",683,100543.408033827,317.085805475153,3399.18181818182,-0.335512682318409,-143.200845665962
"646","IDR","BOM","AI","M",635,8715418.48173922,2952.18876119723,7427.55688622754,-0.134897763948689,-846.486936037834
"647","LKO","DEL","AI","M",411,22021528.9144852,4692.71018863142,7455.08333333333,-0.703885923710988,-7223.02356020942
"648","LKO","DEL","AI","M",992,44085346.0402098,6639.6796639755,11392.4583333333,-0.555920002121067,-7522.7127039627
"649","LKO","DEL","AI","E",811,23532138.1172708,4850.99351857646,7160.32142857143,-0.774433635999125,-7973.15607675906
"650","NAG","BOM","AI","M",627,6366197.0869936,2523.13239585116,5290.10714285714,-0.523253886758638,-2801.99829424307
"651","NAG","BOM","AI","E",629,3870308.27107321,1967.30990722692,6050.55952380952,-0.610675222002119,-2549.75493958778
"652","VTZ","BOM","AI","M",651,43540498.5991792,6598.52245576078,7893.41860465116,-0.485177060531836,-6819.11901504788
"653","BOM","BLR","9W","M",7001,921281.123188406,959.833903958599,3911.91666666667,-0.377395534105001,-439.340579710145
"654","BOM","BLR","AI","M",604,139818.535384615,373.923167755911,3832.84615384615,-0.548806005507269,-469.956923076923
"655","DEL","BOM","9W","M",9914,523885.727272727,723.799507648857,6364.5,-0.222331273009999,-185.818181818182
"656","DEL","BOM","AI","M",866,1220084.57846154,1104.57438792575,6141.46153846154,-0.66474439557194,-2086.36307692308
"657","MAA","BOM","9W","E",461,1221028.80952381,1105.00172376509,6037.92857142857,-0.45760083086098,-1123.31481481481
"658","BOM","CCU","9W","M",626,617511.030885381,785.81870102803,7031.25531914894,-0.456798526043976,-747.335163578129
"659","BLR","DEL","9W","M",7128,470640.857142857,686.032693931461,6626.5,1,1270.28571428571
"660","BOM","DEL","AI","E",102,396333.703967168,629.550398274172,5276.11627906977,-0.519790157723084,-524.223255813954
"661","BOM","DEL","AI","E",624,110743.428571429,332.781352499548,5530,0.340328820055005,148.285714285714
"662","BOM","DEL","AI","E",317,607502.981018981,779.424775728217,4615.07692307692,-0.836241477637273,-1326.06193806194
"663","PNQ","DEL","9W","E",363,423411.377777778,650.700682170979,6401.6,-0.982277683736378,-1174.71111111111
"664","BOM","HYD","AI","M",966,15281.6171052632,123.618837987028,2466.9375,-0.285711708280892,-70.4282894736842
"665","BOM","MAA","9W","E",462,2252802.5015873,1500.93387648734,6070.88888888889,-0.576836333472228,-1055.31428571429
"666","BOM","AMD","9W","M",328,3249294.66666667,1802.58000284777,4008,-0.677615005992292,-1865.09090909091
"667","AMD","BOM","AI","M",130,0,0,1972,NA,0
"668","BOM","BDQ","9W","E",344,121584.842512077,348.690181267092,4435.95652173913,-0.542932761277075,-405.652173913043
"669","BOM","BLR","9W","M",412,0,0,4309,NA,0
"670","BOM","BLR","AI","E",610,0,0,9864,NA,0
"671","DEL","BLR","9W","M",7006,218053.437908497,466.961923403286,6104.55555555556,0.614192268639994,245.385620915033
"672","MAA","BLR","9W","M",2308,0,0,1981,NA,0
"673","MAA","BLR","9W","E",2312,8009.99275362319,89.4985628578649,2007.41666666667,-0.280602825868195,-66.6159420289855
"674","CCU","BOM","9W","M",629,3635324.85263158,1906.65278764425,8104.3,-0.80867585042215,-1549.95789473684
"675","CCU","BOM","9W","M",619,2246574.11764706,1498.85760419296,7676.33333333333,-0.735611700210608,-2010.05882352941
"676","DEL","BOM","9W","M",333,1521889.44927536,1233.64883547765,5677.33333333333,-0.652979526866205,-1226.66666666667
"677","DEL","BOM","9W","M",390,0.168421052631579,0.410391340834062,5871.2,0.662122191971731,0.231578947368421
"678","DEL","BOM","AI","E",310,140572.726153846,374.93029506009,5352.38461538462,-0.141890615832483,-118.48
"679","DEL","BOM","AI","E",314,39325.0549450549,198.305458686984,4922.14285714286,0.0715015694766752,23.2417582417582
"680","BLR","DEL","9W","E",7007,1133878.4,1064.83726456205,8663.5,-0.290305719194441,-222.2
"681","BOM","DEL","9W","E",373,154924.233846154,393.604158827309,5352.92307692308,0.00406076478757699,2.89538461538462
"682","BOM","DEL","AI","E",602,199152.941176471,446.265550066853,5247.33333333333,0.357336516868839,488.627450980392
"683","BLR","BOM","9W","M",397,1849798.88253968,1360.07311661531,7965.55555555556,0.754688146625801,2308.24761904762
"684","BLR","BOM","9W","E",7206,173145.87012987,416.108002963017,4183.81818181818,-0.0626202733182287,-42.1515151515151
"685","DEL","BOM","AI","E",658,488715.555555556,699.081937655062,5762,-0.542248331009103,-732.444444444444
"686","BOM","DEL","AI","M",665,0,0,4794,NA,0
"687","MAA","DEL","9W","E",739,461648.738366989,679.447377187512,6452.08823529412,-0.396166810798284,-714.798946444249
"688","MAA","DEL","AI","M",429,0,0,6264,NA,0
"689","BLR","MAA","9W","M",2311,101504.263636364,318.597337773503,2096.75,-0.208047970018279,-110.681818181818
"690","BLR","MAA","9W","E",2303,0,0,1821,NA,0
"691","BLR","MAA","9W","E",2737,78021.1038406828,279.322580255666,1932.36842105263,-0.576203113374583,-237.786628733997
"692","BOM","AMD","9W","M",7208,10080467.1157895,3174.97513624744,7116.8,-0.829498404732809,-5329.28421052632
"693","GOI","BOM","9W","M",479,27536.3720930233,165.940869266806,2581,-0.26435206407811,-79.8372093023256
"694","DEL","BLR","9W","M",824,0,0,6265,NA,0
"695","CCU","BOM","9W","M",615,1827199.46280193,1351.73942119106,7659.21739130435,-0.252794554056623,-733.429951690821
"696","BOM","AMD","9W","E",324,0,0,10397,NA,0
"697","DEL","BOM","9W","M",331,347616.527472527,589.59013515537,5765.28571428571,-0.657073228227648,-878.549450549451
"698","BLR","DEL","AI","E",174,351852.316734694,593.171405864017,7118.64,0.0556000060352024,55.7469387755102
"699","CCU","DEL","9W","M",903,594093.350806452,770.774513594249,4741.0625,-0.51353625177164,-928.877016129032
"700","DEL","PNQ","9W","E",372,876982.55819209,936.473469027335,6528.86666666667,-0.519963910149721,-887.919774011299
"701","BLR","BOM","9W","E",477,996588.898461538,998.292992293114,4549.53846153846,-0.412524041488614,-981.48
"702","DEL","HYD","AI","E",840,188314.285714286,433.951939406066,6162.14285714286,0.57282196186948,195
"703","MAA","BLR","9W","E",2736,0,0,1981,NA,0
"704","DEL","BOM","9W","M",337,2517297.84615385,1586.59945989965,7352,-0.676682350041055,-2262.15384615385
"705","BOM","DEL","9W","M",336,6592238.45652174,2567.53548301124,6202.25,-0.677362813067354,-3757
"706","BOM","DEL","AI","M",657,61094.696969697,247.173414771284,5323.16666666667,-0.4152273992687,-96.2121212121212
"707","HYD","DEL","9W","E",643,67121.2600422833,259.07771043122,4319.36363636364,-0.216281276296577,-71.0739957716702
"708","DEL","BOM","AI","E",888,101867.368421053,319.166678118272,5424,0.927685555668556,708.526315789474
"709","DEL","BOM","9W","M",346,0,0,5024,NA,0
"710","DEL","BOM","9W","E",309,0.25974025974026,0.509647191437625,5024.45454545455,-0.753440576876485,-0.398268398268398
"711","BOM","BDQ","9W","E",7344,0,0,3552,NA,0
"712","BDQ","BOM","9W","E",7343,0,0,3914,NA,0
"713","BLR","BOM","9W","E",483,216853.511111111,465.67532800344,3957.2,-0.123785394541944,-42.5333333333333
"714","DEL","BOM","9W","M",301,190857.6,436.872521452197,5307,-0.987829161147262,-1240.8
"715","HYD","BOM","9W","M",453,77316.3185483871,278.058120809997,2728.9375,-0.00176370596970347,-0.346774193548387
"716","BOM","HYD","9W","M",349,585204.625396825,764.986683149991,3115.94444444444,-0.322620716051737,-212.260317460317
"717","BOM","MAA","9W","M",464,0,0,4254,NA,0
"718","AMD","BOM","9W","M",329,54835.9788359788,234.170832590182,2327.14285714286,0.102241946722593,19.4708994708995
"719","BOM","AMD","9W","M",738,290572.069264069,539.047372003676,2545.45454545455,-0.19273709337284,-71.2034632034632
"720","BOM","IDR","9W","E",2386,0,0,4399,NA,0
"721","IDR","BOM","9W","E",2385,0,0,5290,NA,0
"722","MAA","BOM","9W","M",463,50680.8342245989,225.124041862701,4554.11764705882,0.584954581641769,114.010695187166
"723","BOM","CCU","9W","E",616,882585.319073084,939.460121065862,7949.88235294118,-0.271503962149139,-282.158645276292
"724","BOM","BLR","9W","E",448,64059.45,253.099683919202,3660.625,-0.325702374530961,-92.625
"725","BOM","DEL","9W","E",9919,0,0,4775,NA,0
"726","AMD","BOM","9W","M",327,0.285714285714286,0.534522483824849,4656.5,-1,-0.285714285714286
"727","BDQ","BOM","9W","M",349,0,0,4972,NA,0
"728","BOM","DEL","9W","E",312,0.266666666666667,0.516397779494322,4775.33333333333,0.866025403784439,0.4
"729","MAA","BLR","9W","M",2302,0,0,2245,NA,0
"730","BOM","DEL","AI","E",805,134408.333333333,366.617420935412,4996.5,0,0
"731","DEL","BLR","9W","E",812,0,0,6159,NA,0
"732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
